track.name,name,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Ritual Union,Little Dragon,5uTjNzGKCQ50synrf9dWmT,0.7,0.738,1,-4.398,1,0.0324,0.0381,0.00527,0.22,0.796,144.035,audio_features,5uTjNzGKCQ50synrf9dWmT,spotify:track:5uTjNzGKCQ50synrf9dWmT,https://api.spotify.com/v1/tracks/5uTjNzGKCQ50synrf9dWmT,https://api.spotify.com/v1/audio-analysis/5uTjNzGKCQ50synrf9dWmT,210267,4
Still Life,The Horrors,5RlZypt1oKiPrm7hbnXoZS,0.397,0.68,7,-6.146,1,0.0282,0.00169,0.0117,0.566,0.558,170.046,audio_features,5RlZypt1oKiPrm7hbnXoZS,spotify:track:5RlZypt1oKiPrm7hbnXoZS,https://api.spotify.com/v1/tracks/5RlZypt1oKiPrm7hbnXoZS,https://api.spotify.com/v1/audio-analysis/5RlZypt1oKiPrm7hbnXoZS,321133,4
Want U,Lo-Fi-Fnk,2bbuwDWVE46AvVh6U5MrGg,0.715,0.61,2,-7.461,1,0.0936,0.0187,0.567,0.151,0.782,124.958,audio_features,2bbuwDWVE46AvVh6U5MrGg,spotify:track:2bbuwDWVE46AvVh6U5MrGg,https://api.spotify.com/v1/tracks/2bbuwDWVE46AvVh6U5MrGg,https://api.spotify.com/v1/audio-analysis/2bbuwDWVE46AvVh6U5MrGg,320147,4
Hits Me Like A Rock,CSS,1yjVjixW0iLYxG6nuzfNQJ,0.565,0.759,2,-6.045,1,0.0286,0.0127,3.37e-05,0.227,0.681,94.995,audio_features,1yjVjixW0iLYxG6nuzfNQJ,spotify:track:1yjVjixW0iLYxG6nuzfNQJ,https://api.spotify.com/v1/tracks/1yjVjixW0iLYxG6nuzfNQJ,https://api.spotify.com/v1/audio-analysis/1yjVjixW0iLYxG6nuzfNQJ,217133,4
Hits Me Like A Rock,Bobby Gillespie,1yjVjixW0iLYxG6nuzfNQJ,0.565,0.759,2,-6.045,1,0.0286,0.0127,3.37e-05,0.227,0.681,94.995,audio_features,1yjVjixW0iLYxG6nuzfNQJ,spotify:track:1yjVjixW0iLYxG6nuzfNQJ,https://api.spotify.com/v1/tracks/1yjVjixW0iLYxG6nuzfNQJ,https://api.spotify.com/v1/audio-analysis/1yjVjixW0iLYxG6nuzfNQJ,217133,4
Escapee,Architecture In Helsinki,4fazeTpTqcao38J8Zro9Pg,0.665,0.727,1,-4.469,1,0.0304,0.0325,1.39e-06,0.117,0.686,110.981,audio_features,4fazeTpTqcao38J8Zro9Pg,spotify:track:4fazeTpTqcao38J8Zro9Pg,https://api.spotify.com/v1/tracks/4fazeTpTqcao38J8Zro9Pg,https://api.spotify.com/v1/audio-analysis/4fazeTpTqcao38J8Zro9Pg,179467,4
Roman,Housse de Racket,1yb35WfP1wdOnSfSGDxWUY,0.42,0.765,4,-4.229,0,0.0449,0.000181,0.000115,0.047,0.756,149.955,audio_features,1yb35WfP1wdOnSfSGDxWUY,spotify:track:1yb35WfP1wdOnSfSGDxWUY,https://api.spotify.com/v1/tracks/1yb35WfP1wdOnSfSGDxWUY,https://api.spotify.com/v1/audio-analysis/1yb35WfP1wdOnSfSGDxWUY,185013,4
Shuffle,Bombay Bicycle Club,4yYvWFUWMaKMXtoJKJnmZk,0.627,0.959,7,-4.744,1,0.0298,0.316,0.00576,0.112,0.397,109.981,audio_features,4yYvWFUWMaKMXtoJKJnmZk,spotify:track:4yYvWFUWMaKMXtoJKJnmZk,https://api.spotify.com/v1/tracks/4yYvWFUWMaKMXtoJKJnmZk,https://api.spotify.com/v1/audio-analysis/4yYvWFUWMaKMXtoJKJnmZk,235293,4
Chains,Robots In Disguise,18REqGn2VJ5y1CPTkCxgTg,0.547,0.953,11,-4.272,0,0.242,0.0365,1.14e-05,0.13,0.571,176.07,audio_features,18REqGn2VJ5y1CPTkCxgTg,spotify:track:18REqGn2VJ5y1CPTkCxgTg,https://api.spotify.com/v1/tracks/18REqGn2VJ5y1CPTkCxgTg,https://api.spotify.com/v1/audio-analysis/18REqGn2VJ5y1CPTkCxgTg,185533,4
Days,The Drums,6113aOfHIC0vbZVDZ6PpRV,0.586,0.721,2,-7.743,1,0.0289,0.369,0.16,0.141,0.657,84.987,audio_features,6113aOfHIC0vbZVDZ6PpRV,spotify:track:6113aOfHIC0vbZVDZ6PpRV,https://api.spotify.com/v1/tracks/6113aOfHIC0vbZVDZ6PpRV,https://api.spotify.com/v1/audio-analysis/6113aOfHIC0vbZVDZ6PpRV,269082,4
Money,The Drums,0vAb3U3NJhiuib2B7sJdeJ,0.603,0.918,4,-6.652,0,0.0641,0.216,0.146,0.287,0.452,102.473,audio_features,0vAb3U3NJhiuib2B7sJdeJ,spotify:track:0vAb3U3NJhiuib2B7sJdeJ,https://api.spotify.com/v1/tracks/0vAb3U3NJhiuib2B7sJdeJ,https://api.spotify.com/v1/audio-analysis/0vAb3U3NJhiuib2B7sJdeJ,233655,4
Polish Girl,Neon Indian,2JGSZk5y65ZF79mtDz0o9r,0.633,0.884,9,-4.158,0,0.0369,0.00501,1.93e-05,0.134,0.448,111.98,audio_features,2JGSZk5y65ZF79mtDz0o9r,spotify:track:2JGSZk5y65ZF79mtDz0o9r,https://api.spotify.com/v1/tracks/2JGSZk5y65ZF79mtDz0o9r,https://api.spotify.com/v1/audio-analysis/2JGSZk5y65ZF79mtDz0o9r,264000,4
Balance,Future Islands,189gb58kHUdS5MdLBcz18f,0.472,0.855,0,-6.937,1,0.069,0.000373,0.93,0.887,0.167,154.908,audio_features,189gb58kHUdS5MdLBcz18f,spotify:track:189gb58kHUdS5MdLBcz18f,https://api.spotify.com/v1/tracks/189gb58kHUdS5MdLBcz18f,https://api.spotify.com/v1/audio-analysis/189gb58kHUdS5MdLBcz18f,246427,4
We Don't Need Money to Have a Good Time,The Subways,7Fkrgtgwbx0RFdeE2OHMcA,0.536,0.917,10,-2.733,0,0.0353,6.66e-05,0.000218,0.334,0.707,100.973,audio_features,7Fkrgtgwbx0RFdeE2OHMcA,spotify:track:7Fkrgtgwbx0RFdeE2OHMcA,https://api.spotify.com/v1/tracks/7Fkrgtgwbx0RFdeE2OHMcA,https://api.spotify.com/v1/audio-analysis/7Fkrgtgwbx0RFdeE2OHMcA,192840,4
Afternoon,Youth Lagoon,7DKCf0CGKo6L30xP8qQVHI,0.632,0.773,8,-6.649,1,0.0411,0.429,0.948,0.102,0.0724,120.059,audio_features,7DKCf0CGKo6L30xP8qQVHI,spotify:track:7DKCf0CGKo6L30xP8qQVHI,https://api.spotify.com/v1/tracks/7DKCf0CGKo6L30xP8qQVHI,https://api.spotify.com/v1/audio-analysis/7DKCf0CGKo6L30xP8qQVHI,250067,4
17,Youth Lagoon,7GDbkrFBGrCb8ntbQPY3hQ,0.352,0.254,0,-8.51,1,0.0473,0.844,0.58,0.108,0.102,79.989,audio_features,7GDbkrFBGrCb8ntbQPY3hQ,spotify:track:7GDbkrFBGrCb8ntbQPY3hQ,https://api.spotify.com/v1/tracks/7GDbkrFBGrCb8ntbQPY3hQ,https://api.spotify.com/v1/audio-analysis/7GDbkrFBGrCb8ntbQPY3hQ,236000,4
I Follow Rivers - The Magician Remix,Lykke Li,4Jv7lweGIUOFQ7Oq2AtAh9,0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,audio_features,4Jv7lweGIUOFQ7Oq2AtAh9,spotify:track:4Jv7lweGIUOFQ7Oq2AtAh9,https://api.spotify.com/v1/tracks/4Jv7lweGIUOFQ7Oq2AtAh9,https://api.spotify.com/v1/audio-analysis/4Jv7lweGIUOFQ7Oq2AtAh9,280070,4
I Follow Rivers - The Magician Remix,The Magician,4Jv7lweGIUOFQ7Oq2AtAh9,0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,audio_features,4Jv7lweGIUOFQ7Oq2AtAh9,spotify:track:4Jv7lweGIUOFQ7Oq2AtAh9,https://api.spotify.com/v1/tracks/4Jv7lweGIUOFQ7Oq2AtAh9,https://api.spotify.com/v1/audio-analysis/4Jv7lweGIUOFQ7Oq2AtAh9,280070,4
Friends,Sneaky Sound System,1WE6eyic4qQ3Ix9k3Bm4O5,0.678,0.713,2,-4.585,1,0.0429,0.000568,0.000213,0.0779,0.701,125.946,audio_features,1WE6eyic4qQ3Ix9k3Bm4O5,spotify:track:1WE6eyic4qQ3Ix9k3Bm4O5,https://api.spotify.com/v1/tracks/1WE6eyic4qQ3Ix9k3Bm4O5,https://api.spotify.com/v1/audio-analysis/1WE6eyic4qQ3Ix9k3Bm4O5,278129,4
Solar,Punk TV,35ddonRfSyVV85WhFDa9me,0.564,0.855,0,-4.437,1,0.0285,0.00374,0.893,0.0739,0.648,135.952,audio_features,35ddonRfSyVV85WhFDa9me,spotify:track:35ddonRfSyVV85WhFDa9me,https://api.spotify.com/v1/tracks/35ddonRfSyVV85WhFDa9me,https://api.spotify.com/v1/audio-analysis/35ddonRfSyVV85WhFDa9me,245947,4
Don't Fuck With My Money,Penguin Prison,2ByhtPAEOaZZTCmAtl0hPG,0.757,0.819,2,-5.484,1,0.0663,0.114,3.28e-05,0.127,0.923,110.025,audio_features,2ByhtPAEOaZZTCmAtl0hPG,spotify:track:2ByhtPAEOaZZTCmAtl0hPG,https://api.spotify.com/v1/tracks/2ByhtPAEOaZZTCmAtl0hPG,https://api.spotify.com/v1/audio-analysis/2ByhtPAEOaZZTCmAtl0hPG,251276,4
Midnight City,M83,4kO7mrAPfqIrsKwUOK5BFx,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,audio_features,4kO7mrAPfqIrsKwUOK5BFx,spotify:track:4kO7mrAPfqIrsKwUOK5BFx,https://api.spotify.com/v1/tracks/4kO7mrAPfqIrsKwUOK5BFx,https://api.spotify.com/v1/audio-analysis/4kO7mrAPfqIrsKwUOK5BFx,243960,4
New Map,M83,0E0j0Jl223ss0fAm8ZYK0e,0.294,0.783,9,-5.835,1,0.0521,0.000488,0.0708,0.0983,0.203,162.745,audio_features,0E0j0Jl223ss0fAm8ZYK0e,spotify:track:0E0j0Jl223ss0fAm8ZYK0e,https://api.spotify.com/v1/tracks/0E0j0Jl223ss0fAm8ZYK0e,https://api.spotify.com/v1/audio-analysis/0E0j0Jl223ss0fAm8ZYK0e,262747,4
Steve McQueen,M83,5EzpmeZl4Pi8UBktvtnxiR,0.394,0.844,11,-6.762,0,0.0393,3.96e-05,0.0241,0.423,0.382,142.007,audio_features,5EzpmeZl4Pi8UBktvtnxiR,spotify:track:5EzpmeZl4Pi8UBktvtnxiR,https://api.spotify.com/v1/tracks/5EzpmeZl4Pi8UBktvtnxiR,https://api.spotify.com/v1/audio-analysis/5EzpmeZl4Pi8UBktvtnxiR,228773,4
Civilization,Justice,5HQDspxnwlx9RCJINFxeGZ,0.575,0.625,9,-5.296,0,0.0345,0.00145,0.0,0.0817,0.282,111.984,audio_features,5HQDspxnwlx9RCJINFxeGZ,spotify:track:5HQDspxnwlx9RCJINFxeGZ,https://api.spotify.com/v1/tracks/5HQDspxnwlx9RCJINFxeGZ,https://api.spotify.com/v1/audio-analysis/5HQDspxnwlx9RCJINFxeGZ,250826,4
On'n'On,Justice,4woQ1mc7PzrQ39j0asLJrf,0.524,0.601,7,-5.36,1,0.0369,0.0679,0.0,0.119,0.542,91.82,audio_features,4woQ1mc7PzrQ39j0asLJrf,spotify:track:4woQ1mc7PzrQ39j0asLJrf,https://api.spotify.com/v1/tracks/4woQ1mc7PzrQ39j0asLJrf,https://api.spotify.com/v1/audio-analysis/4woQ1mc7PzrQ39j0asLJrf,270720,4
Neutron Wireless Crystal,Swimming,197o16g7DIjBiuqRoAbsZX,0.494,0.937,1,-4.666,1,0.0676,0.0278,0.145,0.0848,0.422,145.039,audio_features,197o16g7DIjBiuqRoAbsZX,spotify:track:197o16g7DIjBiuqRoAbsZX,https://api.spotify.com/v1/tracks/197o16g7DIjBiuqRoAbsZX,https://api.spotify.com/v1/audio-analysis/197o16g7DIjBiuqRoAbsZX,237267,4
Tell It To Me,Brite Futures,0BG651zbj7TXlTWY3n2qTe,0.592,0.845,11,-4.546,1,0.0386,0.00269,0.0,0.166,0.892,115.999,audio_features,0BG651zbj7TXlTWY3n2qTe,spotify:track:0BG651zbj7TXlTWY3n2qTe,https://api.spotify.com/v1/tracks/0BG651zbj7TXlTWY3n2qTe,https://api.spotify.com/v1/audio-analysis/0BG651zbj7TXlTWY3n2qTe,192613,4
Movement,The Whip,2plrjsgUNFn0o61mr3JDRA,0.617,0.781,7,-6.951,1,0.029,0.00173,1.75e-05,0.224,0.603,126.019,audio_features,2plrjsgUNFn0o61mr3JDRA,spotify:track:2plrjsgUNFn0o61mr3JDRA,https://api.spotify.com/v1/tracks/2plrjsgUNFn0o61mr3JDRA,https://api.spotify.com/v1/audio-analysis/2plrjsgUNFn0o61mr3JDRA,321008,4
Dub Cherie,New Young Pony Club,08PxaV3ripWzBgNVqRGhNk,0.656,0.854,4,-9.379,1,0.0308,0.0712,0.911,0.14,0.71,132.997,audio_features,08PxaV3ripWzBgNVqRGhNk,spotify:track:08PxaV3ripWzBgNVqRGhNk,https://api.spotify.com/v1/tracks/08PxaV3ripWzBgNVqRGhNk,https://api.spotify.com/v1/audio-analysis/08PxaV3ripWzBgNVqRGhNk,306960,4
Dub Cherie,Tim Love Lee,08PxaV3ripWzBgNVqRGhNk,0.656,0.854,4,-9.379,1,0.0308,0.0712,0.911,0.14,0.71,132.997,audio_features,08PxaV3ripWzBgNVqRGhNk,spotify:track:08PxaV3ripWzBgNVqRGhNk,https://api.spotify.com/v1/tracks/08PxaV3ripWzBgNVqRGhNk,https://api.spotify.com/v1/audio-analysis/08PxaV3ripWzBgNVqRGhNk,306960,4
Ce que tu veux de moi,We Are Enfant Terrible,6iI1xZ6iJpFSlczj2f5FXt,0.704,0.821,0,-5.091,1,0.0431,0.0681,0.000217,0.082,0.959,123.229,audio_features,6iI1xZ6iJpFSlczj2f5FXt,spotify:track:6iI1xZ6iJpFSlczj2f5FXt,https://api.spotify.com/v1/tracks/6iI1xZ6iJpFSlczj2f5FXt,https://api.spotify.com/v1/audio-analysis/6iI1xZ6iJpFSlczj2f5FXt,177026,4
Idea Of Happiness - Original,Van She,6G5EqoUFDGZ6ZRnJRQW1zV,0.673,0.66,9,-5.981,1,0.0652,0.00429,1.24e-06,0.085,0.438,128.078,audio_features,6G5EqoUFDGZ6ZRnJRQW1zV,spotify:track:6G5EqoUFDGZ6ZRnJRQW1zV,https://api.spotify.com/v1/tracks/6G5EqoUFDGZ6ZRnJRQW1zV,https://api.spotify.com/v1/audio-analysis/6G5EqoUFDGZ6ZRnJRQW1zV,210027,4
Rocksteady,The Bloody Beetroots,1gvTcjmo5x6xYGUFcquQQs,0.492,0.904,10,-4.458,1,0.111,0.00225,0.858,0.389,0.307,140.035,audio_features,1gvTcjmo5x6xYGUFcquQQs,spotify:track:1gvTcjmo5x6xYGUFcquQQs,https://api.spotify.com/v1/tracks/1gvTcjmo5x6xYGUFcquQQs,https://api.spotify.com/v1/audio-analysis/1gvTcjmo5x6xYGUFcquQQs,221400,4
Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,6B830gTy5fNOUWS860rG1Z,0.761,0.612,1,-4.372,0,0.115,0.013,0.364,0.0754,0.836,131.988,audio_features,6B830gTy5fNOUWS860rG1Z,spotify:track:6B830gTy5fNOUWS860rG1Z,https://api.spotify.com/v1/tracks/6B830gTy5fNOUWS860rG1Z,https://api.spotify.com/v1/audio-analysis/6B830gTy5fNOUWS860rG1Z,383060,4
Let’s Go,Matt and Kim,2PlP2rRrgSz8lC7MpH3e4e,0.656,0.677,2,-6.929,1,0.0285,0.391,1.92e-06,0.118,0.57,112.014,audio_features,2PlP2rRrgSz8lC7MpH3e4e,spotify:track:2PlP2rRrgSz8lC7MpH3e4e,https://api.spotify.com/v1/tracks/2PlP2rRrgSz8lC7MpH3e4e,https://api.spotify.com/v1/audio-analysis/2PlP2rRrgSz8lC7MpH3e4e,210747,4
Mean,Bloc Party,2PGcOe9Oe83v3EnZm2Ick6,0.443,0.951,4,-4.965,0,0.0346,5.58e-06,0.216,0.225,0.596,158.086,audio_features,2PGcOe9Oe83v3EnZm2Ick6,spotify:track:2PGcOe9Oe83v3EnZm2Ick6,https://api.spotify.com/v1/tracks/2PGcOe9Oe83v3EnZm2Ick6,https://api.spotify.com/v1/audio-analysis/2PGcOe9Oe83v3EnZm2Ick6,207080,4
Drifting In And Out,Porcelain Raft,04vEBuXkwchYzbwKXdKTME,0.191,0.979,7,-3.402,1,0.191,0.00234,0.283,0.617,0.319,179.236,audio_features,04vEBuXkwchYzbwKXdKTME,spotify:track:04vEBuXkwchYzbwKXdKTME,https://api.spotify.com/v1/tracks/04vEBuXkwchYzbwKXdKTME,https://api.spotify.com/v1/audio-analysis/04vEBuXkwchYzbwKXdKTME,194400,4
Tick of the Clock,Chromatics,10ijVAwvFq55EQ6D9nmyEv,0.845,0.398,1,-12.921,1,0.0948,0.123,0.913,0.0971,0.114,100.549,audio_features,10ijVAwvFq55EQ6D9nmyEv,spotify:track:10ijVAwvFq55EQ6D9nmyEv,https://api.spotify.com/v1/tracks/10ijVAwvFq55EQ6D9nmyEv,https://api.spotify.com/v1/audio-analysis/10ijVAwvFq55EQ6D9nmyEv,287625,4
All Of Me,Tanlines,0AWZRlmdLQ0OBU6WTTYSZE,0.683,0.698,9,-6.255,1,0.0395,4.06e-05,0.000113,0.058,0.946,125.999,audio_features,0AWZRlmdLQ0OBU6WTTYSZE,spotify:track:0AWZRlmdLQ0OBU6WTTYSZE,https://api.spotify.com/v1/tracks/0AWZRlmdLQ0OBU6WTTYSZE,https://api.spotify.com/v1/audio-analysis/0AWZRlmdLQ0OBU6WTTYSZE,230587,4
Closer Than This,St. Lucia,1KtZXvkDXe4u9YDrTWh4mY,0.621,0.918,0,-5.462,0,0.0623,0.149,0.0,0.157,0.545,115.918,audio_features,1KtZXvkDXe4u9YDrTWh4mY,spotify:track:1KtZXvkDXe4u9YDrTWh4mY,https://api.spotify.com/v1/tracks/1KtZXvkDXe4u9YDrTWh4mY,https://api.spotify.com/v1/audio-analysis/1KtZXvkDXe4u9YDrTWh4mY,208133,4
Oblivion,Grimes,2RtNSM8cPCAOZ5bvQbW6y3,0.697,0.529,2,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974,audio_features,2RtNSM8cPCAOZ5bvQbW6y3,spotify:track:2RtNSM8cPCAOZ5bvQbW6y3,https://api.spotify.com/v1/tracks/2RtNSM8cPCAOZ5bvQbW6y3,https://api.spotify.com/v1/audio-analysis/2RtNSM8cPCAOZ5bvQbW6y3,251267,4
Bleed Bleed Bleed,Thieves Like Us,4JYtzMbgTDPmnekdTncFRw,0.802,0.346,6,-7.818,1,0.0304,0.158,0.107,0.0686,0.921,97.62,audio_features,4JYtzMbgTDPmnekdTncFRw,spotify:track:4JYtzMbgTDPmnekdTncFRw,https://api.spotify.com/v1/tracks/4JYtzMbgTDPmnekdTncFRw,https://api.spotify.com/v1/audio-analysis/4JYtzMbgTDPmnekdTncFRw,285496,4
Maria Marie,Thieves Like Us,73rexcJLBs9hCmMNljg8wp,0.652,0.691,11,-7.559,0,0.0398,0.0909,0.000106,0.53,0.619,109.009,audio_features,73rexcJLBs9hCmMNljg8wp,spotify:track:73rexcJLBs9hCmMNljg8wp,https://api.spotify.com/v1/tracks/73rexcJLBs9hCmMNljg8wp,https://api.spotify.com/v1/audio-analysis/73rexcJLBs9hCmMNljg8wp,203070,4
Sinful Nature,Bear In Heaven,7jqNyzWfhzbL1wuxVo0NBV,0.513,0.754,10,-5.309,1,0.0432,0.022,0.546,0.0766,0.823,99.983,audio_features,7jqNyzWfhzbL1wuxVo0NBV,spotify:track:7jqNyzWfhzbL1wuxVo0NBV,https://api.spotify.com/v1/tracks/7jqNyzWfhzbL1wuxVo0NBV,https://api.spotify.com/v1/audio-analysis/7jqNyzWfhzbL1wuxVo0NBV,313493,4
Disparate Youth,Santigold,0t2QiRkpag0fAgs9zuCPlH,0.642,0.931,1,-4.142,1,0.0417,0.0131,0.825,0.215,0.548,152.005,audio_features,0t2QiRkpag0fAgs9zuCPlH,spotify:track:0t2QiRkpag0fAgs9zuCPlH,https://api.spotify.com/v1/tracks/0t2QiRkpag0fAgs9zuCPlH,https://api.spotify.com/v1/audio-analysis/0t2QiRkpag0fAgs9zuCPlH,284400,4
Mr Overtime,Punks Jump Up,3GKk5XgDqddCfe8jcIABTW,0.624,0.805,9,-4.312,0,0.0303,0.00136,0.018,0.117,0.83,123.944,audio_features,3GKk5XgDqddCfe8jcIABTW,spotify:track:3GKk5XgDqddCfe8jcIABTW,https://api.spotify.com/v1/tracks/3GKk5XgDqddCfe8jcIABTW,https://api.spotify.com/v1/audio-analysis/3GKk5XgDqddCfe8jcIABTW,240000,4
Mr Overtime,Dave 1,3GKk5XgDqddCfe8jcIABTW,0.624,0.805,9,-4.312,0,0.0303,0.00136,0.018,0.117,0.83,123.944,audio_features,3GKk5XgDqddCfe8jcIABTW,spotify:track:3GKk5XgDqddCfe8jcIABTW,https://api.spotify.com/v1/tracks/3GKk5XgDqddCfe8jcIABTW,https://api.spotify.com/v1/audio-analysis/3GKk5XgDqddCfe8jcIABTW,240000,4
Move in the Right Direction,Gossip,4hjfOnzzrrrDAGt286htU6,0.76,0.877,2,-3.681,0,0.0355,0.0329,0.432,0.143,0.423,126.977,audio_features,4hjfOnzzrrrDAGt286htU6,spotify:track:4hjfOnzzrrrDAGt286htU6,https://api.spotify.com/v1/tracks/4hjfOnzzrrrDAGt286htU6,https://api.spotify.com/v1/audio-analysis/4hjfOnzzrrrDAGt286htU6,211853,4
Fantasy,Tesla Boy,4eQ7rZCyUbrGLgizN4FQZa,0.583,0.852,6,-4.576,1,0.0349,3.23e-05,0.0765,0.102,0.962,147.034,audio_features,4eQ7rZCyUbrGLgizN4FQZa,spotify:track:4eQ7rZCyUbrGLgizN4FQZa,https://api.spotify.com/v1/tracks/4eQ7rZCyUbrGLgizN4FQZa,https://api.spotify.com/v1/audio-analysis/4eQ7rZCyUbrGLgizN4FQZa,225290,4
Tapes & Money,Totally Enormous Extinct Dinosaurs,2RHuf23hawvpF1J5NzuVcM,0.744,0.838,8,-8.166,1,0.0612,0.116,0.153,0.0985,0.689,126.985,audio_features,2RHuf23hawvpF1J5NzuVcM,spotify:track:2RHuf23hawvpF1J5NzuVcM,https://api.spotify.com/v1/tracks/2RHuf23hawvpF1J5NzuVcM,https://api.spotify.com/v1/audio-analysis/2RHuf23hawvpF1J5NzuVcM,220148,1
Shine the Light,Reverend And The Makers,1Z0Fxgl11su2jitHEz5Mo8,0.509,0.951,7,-3.023,1,0.0611,0.00581,9.11e-05,0.293,0.35,106.059,audio_features,1Z0Fxgl11su2jitHEz5Mo8,spotify:track:1Z0Fxgl11su2jitHEz5Mo8,https://api.spotify.com/v1/tracks/1Z0Fxgl11su2jitHEz5Mo8,https://api.spotify.com/v1/audio-analysis/1Z0Fxgl11su2jitHEz5Mo8,205493,4
Saturday Night Ate Our Lives,Whitey,0B5nm7JI9THvSzdCMGSOWt,0.642,0.825,4,-6.802,1,0.052,0.00237,0.000678,0.119,0.651,117.729,audio_features,0B5nm7JI9THvSzdCMGSOWt,spotify:track:0B5nm7JI9THvSzdCMGSOWt,https://api.spotify.com/v1/tracks/0B5nm7JI9THvSzdCMGSOWt,https://api.spotify.com/v1/audio-analysis/0B5nm7JI9THvSzdCMGSOWt,290984,4
Where I’m Going,Cut Copy,4N3IdbJr2NmIZTDDRIgojA,0.522,0.735,8,-7.907,1,0.0335,0.0161,0.767,0.113,0.708,121.044,audio_features,4N3IdbJr2NmIZTDDRIgojA,spotify:track:4N3IdbJr2NmIZTDDRIgojA,https://api.spotify.com/v1/tracks/4N3IdbJr2NmIZTDDRIgojA,https://api.spotify.com/v1/audio-analysis/4N3IdbJr2NmIZTDDRIgojA,214507,4
Five Seconds,Twin Shadow,6UHmnlALf6Mcbq5ZvKS0aR,0.468,0.88,1,-5.086,1,0.057,0.0019,0.00704,0.409,0.648,176.972,audio_features,6UHmnlALf6Mcbq5ZvKS0aR,spotify:track:6UHmnlALf6Mcbq5ZvKS0aR,https://api.spotify.com/v1/tracks/6UHmnlALf6Mcbq5ZvKS0aR,https://api.spotify.com/v1/audio-analysis/6UHmnlALf6Mcbq5ZvKS0aR,260013,4
A New Drug,Digitalism,0UvJC8HSZW0UQGkoFKhjlQ,0.606,0.85,0,-8.032,1,0.0676,0.00121,0.672,0.123,0.694,109.789,audio_features,0UvJC8HSZW0UQGkoFKhjlQ,spotify:track:0UvJC8HSZW0UQGkoFKhjlQ,https://api.spotify.com/v1/tracks/0UvJC8HSZW0UQGkoFKhjlQ,https://api.spotify.com/v1/audio-analysis/0UvJC8HSZW0UQGkoFKhjlQ,190543,4
Carried Away,Passion Pit,52a6VcF23v5HB7KfDEmBHq,0.772,0.826,0,-5.135,1,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,audio_features,52a6VcF23v5HB7KfDEmBHq,spotify:track:52a6VcF23v5HB7KfDEmBHq,https://api.spotify.com/v1/tracks/52a6VcF23v5HB7KfDEmBHq,https://api.spotify.com/v1/audio-analysis/52a6VcF23v5HB7KfDEmBHq,221973,4
Cry Like A Ghost,Passion Pit,6O8R2qdAXWvSlUjE7A0mwa,0.555,0.612,4,-7.841,0,0.0353,0.00525,0.0,0.346,0.316,100.036,audio_features,6O8R2qdAXWvSlUjE7A0mwa,spotify:track:6O8R2qdAXWvSlUjE7A0mwa,https://api.spotify.com/v1/tracks/6O8R2qdAXWvSlUjE7A0mwa,https://api.spotify.com/v1/audio-analysis/6O8R2qdAXWvSlUjE7A0mwa,263213,4
Lofticries,Purity Ring,45aZM1UAGfThfsQ6haapFu,0.671,0.73,8,-6.773,1,0.0369,0.116,0.000356,0.201,0.299,112.011,audio_features,45aZM1UAGfThfsQ6haapFu,spotify:track:45aZM1UAGfThfsQ6haapFu,https://api.spotify.com/v1/tracks/45aZM1UAGfThfsQ6haapFu,https://api.spotify.com/v1/audio-analysis/45aZM1UAGfThfsQ6haapFu,239613,4
Mystery Colors,"Astronauts, etc.",05O1JFM21r3YEIR0dTqqwv,0.619,0.619,10,-8.568,1,0.0295,0.462,0.0767,0.114,0.0955,131.941,audio_features,05O1JFM21r3YEIR0dTqqwv,spotify:track:05O1JFM21r3YEIR0dTqqwv,https://api.spotify.com/v1/tracks/05O1JFM21r3YEIR0dTqqwv,https://api.spotify.com/v1/audio-analysis/05O1JFM21r3YEIR0dTqqwv,237500,4
Still Sound,Toro y Moi,7wZYhBidSz42p0rROlGp2a,0.726,0.562,0,-8.14,0,0.0291,0.213,0.0526,0.119,0.808,111.002,audio_features,7wZYhBidSz42p0rROlGp2a,spotify:track:7wZYhBidSz42p0rROlGp2a,https://api.spotify.com/v1/tracks/7wZYhBidSz42p0rROlGp2a,https://api.spotify.com/v1/audio-analysis/7wZYhBidSz42p0rROlGp2a,269667,4
Ghosts,The Presets,17qyE3zCNdfOKmH3SXMwFX,0.607,0.68,1,-9.15,1,0.0384,0.154,2.76e-06,0.242,0.545,139.976,audio_features,17qyE3zCNdfOKmH3SXMwFX,spotify:track:17qyE3zCNdfOKmH3SXMwFX,https://api.spotify.com/v1/tracks/17qyE3zCNdfOKmH3SXMwFX,https://api.spotify.com/v1/audio-analysis/17qyE3zCNdfOKmH3SXMwFX,209040,4
