track.name,name,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
If I Ever Feel Better,Phoenix,3AA8xNhDC0MpqwkGX3EP5V,0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7,audio_features,3AA8xNhDC0MpqwkGX3EP5V,spotify:track:3AA8xNhDC0MpqwkGX3EP5V,https://api.spotify.com/v1/tracks/3AA8xNhDC0MpqwkGX3EP5V,https://api.spotify.com/v1/audio-analysis/3AA8xNhDC0MpqwkGX3EP5V,266600,4
Dance To The Underground,Radio 4,2i8lRhmZNKaM1ypHwRybuD,0.667,0.667,7,-6.267,1,0.0388,0.00013,0.00385,0.0711,0.843,130.321,audio_features,2i8lRhmZNKaM1ypHwRybuD,spotify:track:2i8lRhmZNKaM1ypHwRybuD,https://api.spotify.com/v1/tracks/2i8lRhmZNKaM1ypHwRybuD,https://api.spotify.com/v1/audio-analysis/2i8lRhmZNKaM1ypHwRybuD,243213,4
How We Do,Mount Sims,4flxgPC0426CEeSrzQIic0,0.826,0.601,10,-3.966,0,0.0515,0.195,3.24e-06,0.07,0.948,126.971,audio_features,4flxgPC0426CEeSrzQIic0,spotify:track:4flxgPC0426CEeSrzQIic0,https://api.spotify.com/v1/tracks/4flxgPC0426CEeSrzQIic0,https://api.spotify.com/v1/audio-analysis/4flxgPC0426CEeSrzQIic0,234000,4
Fuck the Pain Away,Peaches,1XHFob24QklIXtLRopKirJ,0.905,0.945,4,-2.63,1,0.137,0.0354,0.00529,0.0707,0.944,131.597,audio_features,1XHFob24QklIXtLRopKirJ,spotify:track:1XHFob24QklIXtLRopKirJ,https://api.spotify.com/v1/tracks/1XHFob24QklIXtLRopKirJ,https://api.spotify.com/v1/audio-analysis/1XHFob24QklIXtLRopKirJ,250693,4
Street Surgery 2,Zongamin,4JB847zlgViLq8tJIzRsZy,0.797,0.536,11,-8.267,0,0.266,0.0315,2.88e-05,0.17,0.704,102.881,audio_features,4JB847zlgViLq8tJIzRsZy,spotify:track:4JB847zlgViLq8tJIzRsZy,https://api.spotify.com/v1/tracks/4JB847zlgViLq8tJIzRsZy,https://api.spotify.com/v1/audio-analysis/4JB847zlgViLq8tJIzRsZy,224800,4
Emerge,Fischerspooner,3vyKSb9sAdXl0kQ1KnS9fY,0.607,0.734,10,-7.622,1,0.0445,0.0906,0.812,0.0925,0.569,147.941,audio_features,3vyKSb9sAdXl0kQ1KnS9fY,spotify:track:3vyKSb9sAdXl0kQ1KnS9fY,https://api.spotify.com/v1/tracks/3vyKSb9sAdXl0kQ1KnS9fY,https://api.spotify.com/v1/audio-analysis/3vyKSb9sAdXl0kQ1KnS9fY,288307,4
Such Great Heights,The Postal Service,3iDK8BAaBUatPR84gdfa9g,0.653,0.818,5,-8.125,1,0.047,0.00907,0.23,0.0703,0.198,174.984,audio_features,3iDK8BAaBUatPR84gdfa9g,spotify:track:3iDK8BAaBUatPR84gdfa9g,https://api.spotify.com/v1/tracks/3iDK8BAaBUatPR84gdfa9g,https://api.spotify.com/v1/audio-analysis/3iDK8BAaBUatPR84gdfa9g,266347,4
The District Sleeps Alone Tonight,The Postal Service,5Bf5C7RkyXTqE1h3Q8KZJ7,0.621,0.775,0,-7.662,1,0.0513,0.129,0.0106,0.115,0.216,153.963,audio_features,5Bf5C7RkyXTqE1h3Q8KZJ7,spotify:track:5Bf5C7RkyXTqE1h3Q8KZJ7,https://api.spotify.com/v1/tracks/5Bf5C7RkyXTqE1h3Q8KZJ7,https://api.spotify.com/v1/audio-analysis/5Bf5C7RkyXTqE1h3Q8KZJ7,284293,4
Sleepin In,The Postal Service,0LEsGGRUrZZhLPFoxeioHr,0.715,0.635,0,-6.345,1,0.0384,0.234,0.000542,0.157,0.679,128.997,audio_features,0LEsGGRUrZZhLPFoxeioHr,spotify:track:0LEsGGRUrZZhLPFoxeioHr,https://api.spotify.com/v1/tracks/0LEsGGRUrZZhLPFoxeioHr,https://api.spotify.com/v1/audio-analysis/0LEsGGRUrZZhLPFoxeioHr,261253,4
Danger! High Voltage - Soulchild Radio Mix,Electric Six,6LtIW2Y5NbZnMlUJbiviQ6,0.66,0.698,11,-4.722,0,0.0302,1.92e-05,0.166,0.0517,0.511,123.005,audio_features,6LtIW2Y5NbZnMlUJbiviQ6,spotify:track:6LtIW2Y5NbZnMlUJbiviQ6,https://api.spotify.com/v1/tracks/6LtIW2Y5NbZnMlUJbiviQ6,https://api.spotify.com/v1/audio-analysis/6LtIW2Y5NbZnMlUJbiviQ6,214600,4
Gay Bar,Electric Six,6s9iK4Hf5nLhdDMCnkDV3T,0.4,0.975,7,-5.237,1,0.0987,0.000114,0.000624,0.152,0.32,171.963,audio_features,6s9iK4Hf5nLhdDMCnkDV3T,spotify:track:6s9iK4Hf5nLhdDMCnkDV3T,https://api.spotify.com/v1/tracks/6s9iK4Hf5nLhdDMCnkDV3T,https://api.spotify.com/v1/audio-analysis/6s9iK4Hf5nLhdDMCnkDV3T,140907,4
We Don't Care,Audio Bullys,5rDFRvwao7MFzuhrBTkWMQ,0.733,0.848,5,-6.489,0,0.0597,0.00112,0.00142,0.0882,0.658,124.066,audio_features,5rDFRvwao7MFzuhrBTkWMQ,spotify:track:5rDFRvwao7MFzuhrBTkWMQ,https://api.spotify.com/v1/tracks/5rDFRvwao7MFzuhrBTkWMQ,https://api.spotify.com/v1/audio-analysis/5rDFRvwao7MFzuhrBTkWMQ,210800,4
Good Luck,Basement Jaxx,76qqmbeHyPhP2SjrO4jBZS,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07e-06,0.592,0.313,154.07,audio_features,76qqmbeHyPhP2SjrO4jBZS,spotify:track:76qqmbeHyPhP2SjrO4jBZS,https://api.spotify.com/v1/tracks/76qqmbeHyPhP2SjrO4jBZS,https://api.spotify.com/v1/audio-analysis/76qqmbeHyPhP2SjrO4jBZS,282307,4
Good Luck,Lisa Kekaula,76qqmbeHyPhP2SjrO4jBZS,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07e-06,0.592,0.313,154.07,audio_features,76qqmbeHyPhP2SjrO4jBZS,spotify:track:76qqmbeHyPhP2SjrO4jBZS,https://api.spotify.com/v1/tracks/76qqmbeHyPhP2SjrO4jBZS,https://api.spotify.com/v1/audio-analysis/76qqmbeHyPhP2SjrO4jBZS,282307,4
Dirge,Death In Vegas,0OHxQIHykIU7RqLOPjBZOD,0.578,0.585,9,-8.223,1,0.0273,0.000402,0.904,0.667,0.674,104.142,audio_features,0OHxQIHykIU7RqLOPjBZOD,spotify:track:0OHxQIHykIU7RqLOPjBZOD,https://api.spotify.com/v1/tracks/0OHxQIHykIU7RqLOPjBZOD,https://api.spotify.com/v1/audio-analysis/0OHxQIHykIU7RqLOPjBZOD,336333,4
Girls,Death In Vegas,6aVLqYFupVcWLJ7PyJqSUs,0.403,0.746,7,-8.35,1,0.0369,9.85e-05,0.891,0.594,0.0929,131.045,audio_features,6aVLqYFupVcWLJ7PyJqSUs,spotify:track:6aVLqYFupVcWLJ7PyJqSUs,https://api.spotify.com/v1/tracks/6aVLqYFupVcWLJ7PyJqSUs,https://api.spotify.com/v1/audio-analysis/6aVLqYFupVcWLJ7PyJqSUs,269160,4
Club Foot,Kasabian,6C0xucNj75wRdlejwWIEW1,0.238,0.919,0,-6.893,1,0.0816,0.0257,2.31e-05,0.0914,0.123,101.752,audio_features,6C0xucNj75wRdlejwWIEW1,spotify:track:6C0xucNj75wRdlejwWIEW1,https://api.spotify.com/v1/tracks/6C0xucNj75wRdlejwWIEW1,https://api.spotify.com/v1/audio-analysis/6C0xucNj75wRdlejwWIEW1,214373,4
Huddle Formation,The Go! Team,2Y1LUIIyRhtWEMag2A9vXR,0.431,0.96,5,-4.784,1,0.0687,0.00845,0.85,0.478,0.503,150.08,audio_features,2Y1LUIIyRhtWEMag2A9vXR,spotify:track:2Y1LUIIyRhtWEMag2A9vXR,https://api.spotify.com/v1/tracks/2Y1LUIIyRhtWEMag2A9vXR,https://api.spotify.com/v1/audio-analysis/2Y1LUIIyRhtWEMag2A9vXR,191133,4
La ritournelle,Sébastien Tellier,0qG1teoBvooRo7Z5Z8edCk,0.558,0.723,0,-11.214,0,0.0312,0.00405,0.501,0.0863,0.526,102.833,audio_features,0qG1teoBvooRo7Z5Z8edCk,spotify:track:0qG1teoBvooRo7Z5Z8edCk,https://api.spotify.com/v1/tracks/0qG1teoBvooRo7Z5Z8edCk,https://api.spotify.com/v1/audio-analysis/0qG1teoBvooRo7Z5Z8edCk,454480,4
Cherry Blossom Girl,Air,4m8ttWM8IKXyhpv89E867J,0.436,0.76,1,-7.906,0,0.0374,0.362,0.955,0.13,0.504,75.012,audio_features,4m8ttWM8IKXyhpv89E867J,spotify:track:4m8ttWM8IKXyhpv89E867J,https://api.spotify.com/v1/tracks/4m8ttWM8IKXyhpv89E867J,https://api.spotify.com/v1/audio-analysis/4m8ttWM8IKXyhpv89E867J,219760,4
Day Job,The Fitness,76ZshabxTR4myE9001kHQi,0.63,0.782,4,-5.505,1,0.0443,0.475,1.61e-06,0.346,0.438,139.972,audio_features,76ZshabxTR4myE9001kHQi,spotify:track:76ZshabxTR4myE9001kHQi,https://api.spotify.com/v1/tracks/76ZshabxTR4myE9001kHQi,https://api.spotify.com/v1/audio-analysis/76ZshabxTR4myE9001kHQi,185947,4
Meantime,The Futureheads,5ubzPeRkwUlJ9VjH1NVXeJ,0.474,0.949,11,-3.899,1,0.0721,0.00894,1.45e-06,0.0737,0.772,180.007,audio_features,5ubzPeRkwUlJ9VjH1NVXeJ,spotify:track:5ubzPeRkwUlJ9VjH1NVXeJ,https://api.spotify.com/v1/tracks/5ubzPeRkwUlJ9VjH1NVXeJ,https://api.spotify.com/v1/audio-analysis/5ubzPeRkwUlJ9VjH1NVXeJ,170467,4
Hounds of Love,The Futureheads,7mAF2MJdbNT75VrVcgwT6F,0.36,0.895,9,-3.795,1,0.117,0.0329,1.18e-06,0.06,0.424,168.214,audio_features,7mAF2MJdbNT75VrVcgwT6F,spotify:track:7mAF2MJdbNT75VrVcgwT6F,https://api.spotify.com/v1/tracks/7mAF2MJdbNT75VrVcgwT6F,https://api.spotify.com/v1/audio-analysis/7mAF2MJdbNT75VrVcgwT6F,182680,4
At the River,Groove Armada,0M7ZlP2RfhlrV5Jc7LkBRj,0.687,0.556,8,-7.051,1,0.0282,0.0382,0.463,0.213,0.466,136.027,audio_features,0M7ZlP2RfhlrV5Jc7LkBRj,spotify:track:0M7ZlP2RfhlrV5Jc7LkBRj,https://api.spotify.com/v1/tracks/0M7ZlP2RfhlrV5Jc7LkBRj,https://api.spotify.com/v1/audio-analysis/0M7ZlP2RfhlrV5Jc7LkBRj,393373,4
I Disappear,The Faint,53Qpn8LPa0IhFCTiPO0Bbm,0.627,0.86,2,-7.646,1,0.0443,0.00207,0.0329,0.108,0.677,138.086,audio_features,53Qpn8LPa0IhFCTiPO0Bbm,spotify:track:53Qpn8LPa0IhFCTiPO0Bbm,https://api.spotify.com/v1/tracks/53Qpn8LPa0IhFCTiPO0Bbm,https://api.spotify.com/v1/audio-analysis/53Qpn8LPa0IhFCTiPO0Bbm,247173,4
Tell Me Does She Love The Bass,Lesbians On Ecstasy,2i7OfHkKrwYnVGK3MeE4NQ,0.774,0.786,7,-5.923,1,0.187,0.0128,0.564,0.319,0.724,120.898,audio_features,2i7OfHkKrwYnVGK3MeE4NQ,spotify:track:2i7OfHkKrwYnVGK3MeE4NQ,https://api.spotify.com/v1/tracks/2i7OfHkKrwYnVGK3MeE4NQ,https://api.spotify.com/v1/audio-analysis/2i7OfHkKrwYnVGK3MeE4NQ,292853,4
Teen Angst,M83,7bQubbS5IDymxeH2qDZC8g,0.32,0.863,11,-5.089,0,0.0447,2.41e-05,0.14,0.257,0.0991,149.998,audio_features,7bQubbS5IDymxeH2qDZC8g,spotify:track:7bQubbS5IDymxeH2qDZC8g,https://api.spotify.com/v1/tracks/7bQubbS5IDymxeH2qDZC8g,https://api.spotify.com/v1/audio-analysis/7bQubbS5IDymxeH2qDZC8g,303133,4
Galvanize,The Chemical Brothers,4bz7uB4edifWKJXSDxwHcs,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,audio_features,4bz7uB4edifWKJXSDxwHcs,spotify:track:4bz7uB4edifWKJXSDxwHcs,https://api.spotify.com/v1/tracks/4bz7uB4edifWKJXSDxwHcs,https://api.spotify.com/v1/audio-analysis/4bz7uB4edifWKJXSDxwHcs,393813,4
Finding out True Love Is Blind - Album/EP Version,Louis XIV,4YgjTjzden2HdFOyEF3R9h,0.634,0.763,7,-5.028,1,0.241,0.0311,3.59e-05,0.549,0.781,155.7,audio_features,4YgjTjzden2HdFOyEF3R9h,spotify:track:4YgjTjzden2HdFOyEF3R9h,https://api.spotify.com/v1/tracks/4YgjTjzden2HdFOyEF3R9h,https://api.spotify.com/v1/audio-analysis/4YgjTjzden2HdFOyEF3R9h,254600,4
Finding out True Love Is Blind - Album/EP Version,Jason Hill,4YgjTjzden2HdFOyEF3R9h,0.634,0.763,7,-5.028,1,0.241,0.0311,3.59e-05,0.549,0.781,155.7,audio_features,4YgjTjzden2HdFOyEF3R9h,spotify:track:4YgjTjzden2HdFOyEF3R9h,https://api.spotify.com/v1/tracks/4YgjTjzden2HdFOyEF3R9h,https://api.spotify.com/v1/audio-analysis/4YgjTjzden2HdFOyEF3R9h,254600,4
Finding out True Love Is Blind - Album/EP Version,Brian Karscig,4YgjTjzden2HdFOyEF3R9h,0.634,0.763,7,-5.028,1,0.241,0.0311,3.59e-05,0.549,0.781,155.7,audio_features,4YgjTjzden2HdFOyEF3R9h,spotify:track:4YgjTjzden2HdFOyEF3R9h,https://api.spotify.com/v1/tracks/4YgjTjzden2HdFOyEF3R9h,https://api.spotify.com/v1/audio-analysis/4YgjTjzden2HdFOyEF3R9h,254600,4
Robot Rock,Daft Punk,7LL40F6YdZgeiQ6en1c7Lk,0.59,0.787,7,-5.766,1,0.0512,6.94e-06,0.845,0.0293,0.598,111.926,audio_features,7LL40F6YdZgeiQ6en1c7Lk,spotify:track:7LL40F6YdZgeiQ6en1c7Lk,https://api.spotify.com/v1/tracks/7LL40F6YdZgeiQ6en1c7Lk,https://api.spotify.com/v1/audio-analysis/7LL40F6YdZgeiQ6en1c7Lk,287720,4
How Long,Out Hud,3i4rv1Ho4V2bprpiG2BFQk,0.743,0.632,5,-6.942,0,0.035,0.00417,0.753,0.34,0.689,107.212,audio_features,3i4rv1Ho4V2bprpiG2BFQk,spotify:track:3i4rv1Ho4V2bprpiG2BFQk,https://api.spotify.com/v1/tracks/3i4rv1Ho4V2bprpiG2BFQk,https://api.spotify.com/v1/audio-analysis/3i4rv1Ho4V2bprpiG2BFQk,294107,4
Banquet,Bloc Party,172u95XX2JxIfBZi1v0vKN,0.576,0.935,10,-4.911,0,0.051,0.00013,0.017,0.0828,0.875,150.227,audio_features,172u95XX2JxIfBZi1v0vKN,spotify:track:172u95XX2JxIfBZi1v0vKN,https://api.spotify.com/v1/tracks/172u95XX2JxIfBZi1v0vKN,https://api.spotify.com/v1/audio-analysis/172u95XX2JxIfBZi1v0vKN,201360,4
Helicopter,Bloc Party,4kxYIvDIpWTrZgHn3sYxxC,0.471,0.954,11,-3.632,0,0.134,0.000156,0.00473,0.405,0.412,170.092,audio_features,4kxYIvDIpWTrZgHn3sYxxC,spotify:track:4kxYIvDIpWTrZgHn3sYxxC,https://api.spotify.com/v1/tracks/4kxYIvDIpWTrZgHn3sYxxC,https://api.spotify.com/v1/audio-analysis/4kxYIvDIpWTrZgHn3sYxxC,220173,4
This Modern Love,Bloc Party,5jFMzYXf0IIApEJBCAoaaL,0.45,0.941,0,-5.335,1,0.0367,0.00221,0.00804,0.126,0.243,159.987,audio_features,5jFMzYXf0IIApEJBCAoaaL,spotify:track:5jFMzYXf0IIApEJBCAoaaL,https://api.spotify.com/v1/tracks/5jFMzYXf0IIApEJBCAoaaL,https://api.spotify.com/v1/audio-analysis/5jFMzYXf0IIApEJBCAoaaL,265613,4
Never Win,Fischerspooner,2aAV8orZctvbDvVJnMDlBR,0.801,0.544,8,-5.858,1,0.0363,0.000738,0.000363,0.0596,0.783,112.009,audio_features,2aAV8orZctvbDvVJnMDlBR,spotify:track:2aAV8orZctvbDvVJnMDlBR,https://api.spotify.com/v1/tracks/2aAV8orZctvbDvVJnMDlBR,https://api.spotify.com/v1/audio-analysis/2aAV8orZctvbDvVJnMDlBR,239640,4
Frenchy I'm Faking,Architecture In Helsinki,050o7o0UOk31WYVIgL3QbZ,0.433,0.527,0,-5.828,1,0.0615,0.534,0.00741,0.265,0.518,169.092,audio_features,050o7o0UOk31WYVIgL3QbZ,spotify:track:050o7o0UOk31WYVIgL3QbZ,https://api.spotify.com/v1/tracks/050o7o0UOk31WYVIgL3QbZ,https://api.spotify.com/v1/audio-analysis/050o7o0UOk31WYVIgL3QbZ,172560,4
Apart,Elkland,7DNlYIAI6264jk4fHY2djy,0.49,0.986,1,-3.42,1,0.0488,0.00299,0.0,0.125,0.704,154.982,audio_features,7DNlYIAI6264jk4fHY2djy,spotify:track:7DNlYIAI6264jk4fHY2djy,https://api.spotify.com/v1/tracks/7DNlYIAI6264jk4fHY2djy,https://api.spotify.com/v1/audio-analysis/7DNlYIAI6264jk4fHY2djy,206293,4
Apply Some Pressure,Maximo Park,19503qDaxgCdPL2BhJngij,0.378,0.953,9,-3.632,1,0.138,0.000719,2.89e-05,0.0936,0.512,167.808,audio_features,19503qDaxgCdPL2BhJngij,spotify:track:19503qDaxgCdPL2BhJngij,https://api.spotify.com/v1/tracks/19503qDaxgCdPL2BhJngij,https://api.spotify.com/v1/audio-analysis/19503qDaxgCdPL2BhJngij,200347,4
Love + Pain,Clor,3lIa4Iro7uVDLpR0ToLw7S,0.611,0.878,10,-4.28,0,0.0584,0.000283,0.128,0.171,0.682,162.975,audio_features,3lIa4Iro7uVDLpR0ToLw7S,spotify:track:3lIa4Iro7uVDLpR0ToLw7S,https://api.spotify.com/v1/tracks/3lIa4Iro7uVDLpR0ToLw7S,https://api.spotify.com/v1/audio-analysis/3lIa4Iro7uVDLpR0ToLw7S,229867,4
All Night Disco Party,Brakes,26R39SGsCiHpCEVLpEyHFP,0.703,0.87,9,-6.176,1,0.0308,0.00411,0.401,0.0402,0.249,127.509,audio_features,26R39SGsCiHpCEVLpEyHFP,spotify:track:26R39SGsCiHpCEVLpEyHFP,https://api.spotify.com/v1/tracks/26R39SGsCiHpCEVLpEyHFP,https://api.spotify.com/v1/audio-analysis/26R39SGsCiHpCEVLpEyHFP,165187,4
Rock & Roll Queen,The Subways,75lw5aYrDq0TJsbkqCPRIJ,0.381,0.746,10,-6.598,0,0.0407,0.000172,0.00101,0.111,0.263,141.518,audio_features,75lw5aYrDq0TJsbkqCPRIJ,spotify:track:75lw5aYrDq0TJsbkqCPRIJ,https://api.spotify.com/v1/tracks/75lw5aYrDq0TJsbkqCPRIJ,https://api.spotify.com/v1/audio-analysis/75lw5aYrDq0TJsbkqCPRIJ,172533,4
Middle of Nowhere,Hot Hot Heat,3DNEGzr5Y4pzSWNJFdw9cK,0.568,0.971,7,-3.478,1,0.0543,0.0518,4.24e-05,0.265,0.778,139.27,audio_features,3DNEGzr5Y4pzSWNJFdw9cK,spotify:track:3DNEGzr5Y4pzSWNJFdw9cK,https://api.spotify.com/v1/tracks/3DNEGzr5Y4pzSWNJFdw9cK,https://api.spotify.com/v1/audio-analysis/3DNEGzr5Y4pzSWNJFdw9cK,241333,4
Jacques Your Body (Make Me Sweat) - Radio Edit,Les Rythmes Digitales,0pUXpH8hYSELeFTtYX8taT,0.677,0.967,6,-6.939,0,0.0529,0.000184,0.304,0.0621,0.39,125.88,audio_features,0pUXpH8hYSELeFTtYX8taT,spotify:track:0pUXpH8hYSELeFTtYX8taT,https://api.spotify.com/v1/tracks/0pUXpH8hYSELeFTtYX8taT,https://api.spotify.com/v1/audio-analysis/0pUXpH8hYSELeFTtYX8taT,166880,4
Riot Radio,The Dead 60s,1YTh975WnURrQc2BLYTwzE,0.571,0.854,7,-5.878,0,0.0296,0.00053,0.000284,0.0822,0.89,143.785,audio_features,1YTh975WnURrQc2BLYTwzE,spotify:track:1YTh975WnURrQc2BLYTwzE,https://api.spotify.com/v1/tracks/1YTh975WnURrQc2BLYTwzE,https://api.spotify.com/v1/audio-analysis/1YTh975WnURrQc2BLYTwzE,145080,4
Do You Want To,Franz Ferdinand,0vek0LcCbvcMtj0GkXMMJy,0.413,0.942,0,-2.871,1,0.0453,0.0783,0.000412,0.689,0.759,123.085,audio_features,0vek0LcCbvcMtj0GkXMMJy,spotify:track:0vek0LcCbvcMtj0GkXMMJy,https://api.spotify.com/v1/tracks/0vek0LcCbvcMtj0GkXMMJy,https://api.spotify.com/v1/audio-analysis/0vek0LcCbvcMtj0GkXMMJy,215000,4
Boa Vs Python,Test Icicles,2Sjj9UFgtIu1uu3lK0ys32,0.425,0.92,9,-4.044,0,0.133,6.56e-05,0.000193,0.0645,0.488,155.354,audio_features,2Sjj9UFgtIu1uu3lK0ys32,spotify:track:2Sjj9UFgtIu1uu3lK0ys32,https://api.spotify.com/v1/tracks/2Sjj9UFgtIu1uu3lK0ys32,https://api.spotify.com/v1/audio-analysis/2Sjj9UFgtIu1uu3lK0ys32,184693,4
Tear You Apart,She Wants Revenge,3urJUvRhgMrwydaTQFVEg9,0.583,0.729,1,-6.645,0,0.0341,0.000522,1.47e-05,0.487,0.539,152.996,audio_features,3urJUvRhgMrwydaTQFVEg9,spotify:track:3urJUvRhgMrwydaTQFVEg9,https://api.spotify.com/v1/tracks/3urJUvRhgMrwydaTQFVEg9,https://api.spotify.com/v1/audio-analysis/3urJUvRhgMrwydaTQFVEg9,284613,4
Over And Over,Hot Chip,6m5D7zGVbzAxceDXQTsRSX,0.774,0.794,5,-4.446,0,0.0358,0.00824,0.00317,0.08,0.724,120.002,audio_features,6m5D7zGVbzAxceDXQTsRSX,spotify:track:6m5D7zGVbzAxceDXQTsRSX,https://api.spotify.com/v1/tracks/6m5D7zGVbzAxceDXQTsRSX,https://api.spotify.com/v1/audio-analysis/6m5D7zGVbzAxceDXQTsRSX,347880,4
Without You,Elkland,5nZvY7kiNCqu1t54lQpWWL,0.675,0.817,0,-5.889,1,0.029,0.00931,0.00372,0.0784,0.976,120.037,audio_features,5nZvY7kiNCqu1t54lQpWWL,spotify:track:5nZvY7kiNCqu1t54lQpWWL,https://api.spotify.com/v1/tracks/5nZvY7kiNCqu1t54lQpWWL,https://api.spotify.com/v1/audio-analysis/5nZvY7kiNCqu1t54lQpWWL,200773,4
Budapest,Poni Hoax,4hsDm4zQAhutLjxp3DVeSf,0.841,0.606,10,-7.438,1,0.0482,0.00122,0.00268,0.0835,0.8,126.053,audio_features,4hsDm4zQAhutLjxp3DVeSf,spotify:track:4hsDm4zQAhutLjxp3DVeSf,https://api.spotify.com/v1/tracks/4hsDm4zQAhutLjxp3DVeSf,https://api.spotify.com/v1/audio-analysis/4hsDm4zQAhutLjxp3DVeSf,329947,4
Budapest,Olga Kouklaki,4hsDm4zQAhutLjxp3DVeSf,0.841,0.606,10,-7.438,1,0.0482,0.00122,0.00268,0.0835,0.8,126.053,audio_features,4hsDm4zQAhutLjxp3DVeSf,spotify:track:4hsDm4zQAhutLjxp3DVeSf,https://api.spotify.com/v1/tracks/4hsDm4zQAhutLjxp3DVeSf,https://api.spotify.com/v1/audio-analysis/4hsDm4zQAhutLjxp3DVeSf,329947,4
Monster,The Automatic Automatic,1DGyRcg2ImFsGvVFL1jZMQ,0.536,0.868,4,-5.22,0,0.0301,0.000316,4.77e-06,0.196,0.569,141.471,audio_features,1DGyRcg2ImFsGvVFL1jZMQ,spotify:track:1DGyRcg2ImFsGvVFL1jZMQ,https://api.spotify.com/v1/tracks/1DGyRcg2ImFsGvVFL1jZMQ,https://api.spotify.com/v1/audio-analysis/1DGyRcg2ImFsGvVFL1jZMQ,220947,4
Standing In the Way of Control,Gossip,76rCrPvrlLO4CyqAeaLu4o,0.697,0.919,7,-6.174,1,0.029,0.00694,0.0621,0.203,0.943,118.341,audio_features,76rCrPvrlLO4CyqAeaLu4o,spotify:track:76rCrPvrlLO4CyqAeaLu4o,https://api.spotify.com/v1/tracks/76rCrPvrlLO4CyqAeaLu4o,https://api.spotify.com/v1/audio-analysis/76rCrPvrlLO4CyqAeaLu4o,256400,4
"Nobody Move, Nobody Get Hurt",We Are Scientists,0iUano4euaiUETVUd1u0cx,0.47,0.969,6,-4.739,1,0.0968,0.000702,0.0,0.332,0.593,144.012,audio_features,0iUano4euaiUETVUd1u0cx,spotify:track:0iUano4euaiUETVUd1u0cx,https://api.spotify.com/v1/tracks/0iUano4euaiUETVUd1u0cx,https://api.spotify.com/v1/audio-analysis/0iUano4euaiUETVUd1u0cx,192311,4
Love Like Semtex,Infadels,2YRi0WG0UofTkwC5cbOYDj,0.56,0.918,8,-5.484,0,0.149,0.00417,2.08e-06,0.844,0.541,132.03,audio_features,2YRi0WG0UofTkwC5cbOYDj,spotify:track:2YRi0WG0UofTkwC5cbOYDj,https://api.spotify.com/v1/tracks/2YRi0WG0UofTkwC5cbOYDj,https://api.spotify.com/v1/audio-analysis/2YRi0WG0UofTkwC5cbOYDj,227840,4
Gold Lion,Yeah Yeah Yeahs,6ttg1sxtU12beFZkjoc6j5,0.521,0.848,9,-3.396,1,0.065,0.0204,1.21e-05,0.081,0.297,158.739,audio_features,6ttg1sxtU12beFZkjoc6j5,spotify:track:6ttg1sxtU12beFZkjoc6j5,https://api.spotify.com/v1/tracks/6ttg1sxtU12beFZkjoc6j5,https://api.spotify.com/v1/audio-analysis/6ttg1sxtU12beFZkjoc6j5,187133,4
The Treatment,Dead Disco,1i9bmGVWwqZkYuq5AcR5kB,0.455,0.705,0,-13.692,1,0.0426,0.000593,0.0127,0.111,0.475,107.51,audio_features,1i9bmGVWwqZkYuq5AcR5kB,spotify:track:1i9bmGVWwqZkYuq5AcR5kB,https://api.spotify.com/v1/tracks/1i9bmGVWwqZkYuq5AcR5kB,https://api.spotify.com/v1/audio-analysis/1i9bmGVWwqZkYuq5AcR5kB,208187,4
I Am The Night Before,Kissogram,3THQX0H9OJy1UDuq9LEKos,0.759,0.75,0,-8.384,1,0.031,0.00256,0.0745,0.194,0.77,125.012,audio_features,3THQX0H9OJy1UDuq9LEKos,spotify:track:3THQX0H9OJy1UDuq9LEKos,https://api.spotify.com/v1/tracks/3THQX0H9OJy1UDuq9LEKos,https://api.spotify.com/v1/audio-analysis/3THQX0H9OJy1UDuq9LEKos,211280,4
Ankle Injuries,Fujiya & Miyagi,4FnRRY3oEAor3gMEvsuBrp,0.767,0.67,11,-8.749,0,0.0333,6.4e-05,0.751,0.0835,0.477,136.998,audio_features,4FnRRY3oEAor3gMEvsuBrp,spotify:track:4FnRRY3oEAor3gMEvsuBrp,https://api.spotify.com/v1/tracks/4FnRRY3oEAor3gMEvsuBrp,https://api.spotify.com/v1/audio-analysis/4FnRRY3oEAor3gMEvsuBrp,305007,4
Stutter,Kubichek!,4roS0RWmW9OQmknToefi2n,0.436,0.881,4,-5.083,1,0.0497,0.0386,0.0,0.0854,0.447,166.3,audio_features,4roS0RWmW9OQmknToefi2n,spotify:track:4roS0RWmW9OQmknToefi2n,https://api.spotify.com/v1/tracks/4roS0RWmW9OQmknToefi2n,https://api.spotify.com/v1/audio-analysis/4roS0RWmW9OQmknToefi2n,214773,4
