danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,clusters,track.name,name,song_id,type,id,uri,track_href,analysis_url
0.576,0.903,5,-4.872,1,0.0518,0.0266,9.94e-05,0.163,0.961,133.507,201867,4,7,i woke up today,port o'brien,6NG347oNywgSzC2iuptJae,audio_features,6NG347oNywgSzC2iuptJae,spotify:track:6NG347oNywgSzC2iuptJae,https://api.spotify.com/v1/tracks/6NG347oNywgSzC2iuptJae,https://api.spotify.com/v1/audio-analysis/6NG347oNywgSzC2iuptJae
0.743,0.294,2,-11.242,0,0.0322,0.849,0.776,0.175,0.212,108.005,140035,4,9,the life of a goldfish,hot sugar,4VgalKBRt1BMqrqkjG9YdQ,audio_features,4VgalKBRt1BMqrqkjG9YdQ,spotify:track:4VgalKBRt1BMqrqkjG9YdQ,https://api.spotify.com/v1/tracks/4VgalKBRt1BMqrqkjG9YdQ,https://api.spotify.com/v1/audio-analysis/4VgalKBRt1BMqrqkjG9YdQ
0.536,0.725,0,-7.756,1,0.0264,0.00115,0.647,0.0703,0.166,102.519,414718,4,0,home,tall ships,0GasrhSypS33vXSZBpCtO5,audio_features,0GasrhSypS33vXSZBpCtO5,spotify:track:0GasrhSypS33vXSZBpCtO5,https://api.spotify.com/v1/tracks/0GasrhSypS33vXSZBpCtO5,https://api.spotify.com/v1/audio-analysis/0GasrhSypS33vXSZBpCtO5
0.492,0.682,9,-8.848,0,0.0308,0.00118,0.748,0.126,0.323,93.998,203866,4,6,the line,mood rings,50Soj3lBhEf0HjVyWwuOWX,audio_features,50Soj3lBhEf0HjVyWwuOWX,spotify:track:50Soj3lBhEf0HjVyWwuOWX,https://api.spotify.com/v1/tracks/50Soj3lBhEf0HjVyWwuOWX,https://api.spotify.com/v1/audio-analysis/50Soj3lBhEf0HjVyWwuOWX
0.714,0.631,11,-6.109,0,0.037,0.0301,0.000123,0.147,0.521,119.323,171240,4,8,hotel apathy,the magic gang,0pxKNb56MrqN6ir8ILYbww,audio_features,0pxKNb56MrqN6ir8ILYbww,spotify:track:0pxKNb56MrqN6ir8ILYbww,https://api.spotify.com/v1/tracks/0pxKNb56MrqN6ir8ILYbww,https://api.spotify.com/v1/audio-analysis/0pxKNb56MrqN6ir8ILYbww
0.603,0.975,5,-2.906,1,0.073,0.00165,0.327,0.131,0.853,119.978,452598,4,7,better at making time,de lux,6VrsdPRbpUGQcZp06JHzeT,audio_features,6VrsdPRbpUGQcZp06JHzeT,spotify:track:6VrsdPRbpUGQcZp06JHzeT,https://api.spotify.com/v1/tracks/6VrsdPRbpUGQcZp06JHzeT,https://api.spotify.com/v1/audio-analysis/6VrsdPRbpUGQcZp06JHzeT
0.834,0.594,8,-9.437,1,0.0466,0.676,0.841,0.112,0.389,120.022,188363,4,9,what we do,le boom,1uLKT5MOdqfPmHAU9Vfvh0,audio_features,1uLKT5MOdqfPmHAU9Vfvh0,spotify:track:1uLKT5MOdqfPmHAU9Vfvh0,https://api.spotify.com/v1/tracks/1uLKT5MOdqfPmHAU9Vfvh0,https://api.spotify.com/v1/audio-analysis/1uLKT5MOdqfPmHAU9Vfvh0
0.395,0.957,0,-4.04,0,0.11,0.0545,0.0424,0.13,0.336,134.632,204800,4,1,somos chulas (no somos pendejas),downtown boys,5O1TsvideGFvYZVQer1w0g,audio_features,5O1TsvideGFvYZVQer1w0g,spotify:track:5O1TsvideGFvYZVQer1w0g,https://api.spotify.com/v1/tracks/5O1TsvideGFvYZVQer1w0g,https://api.spotify.com/v1/audio-analysis/5O1TsvideGFvYZVQer1w0g
0.692,0.796,2,-9.071,1,0.0379,0.0142,0.281,0.0314,0.969,115.987,414886,4,7,whispers - original mix,aeroplane,0T8lrkCU49W3LsnPrdlxWR,audio_features,0T8lrkCU49W3LsnPrdlxWR,spotify:track:0T8lrkCU49W3LsnPrdlxWR,https://api.spotify.com/v1/tracks/0T8lrkCU49W3LsnPrdlxWR,https://api.spotify.com/v1/audio-analysis/0T8lrkCU49W3LsnPrdlxWR
0.692,0.796,2,-9.071,1,0.0379,0.0142,0.281,0.0314,0.969,115.987,414886,4,7,whispers - original mix,kathy diamond,0T8lrkCU49W3LsnPrdlxWR,audio_features,0T8lrkCU49W3LsnPrdlxWR,spotify:track:0T8lrkCU49W3LsnPrdlxWR,https://api.spotify.com/v1/tracks/0T8lrkCU49W3LsnPrdlxWR,https://api.spotify.com/v1/audio-analysis/0T8lrkCU49W3LsnPrdlxWR
0.572,0.913,0,-6.76,0,0.0757,0.00149,0.000435,0.0873,0.512,144.973,231720,4,8,cave,future islands,5kLDsKBVPQUjC0IiYtNw6c,audio_features,5kLDsKBVPQUjC0IiYtNw6c,spotify:track:5kLDsKBVPQUjC0IiYtNw6c,https://api.spotify.com/v1/tracks/5kLDsKBVPQUjC0IiYtNw6c,https://api.spotify.com/v1/audio-analysis/5kLDsKBVPQUjC0IiYtNw6c
0.671,0.866,7,-5.362,1,0.0375,0.000944,0.566,0.102,0.202,123.956,309773,4,4,here come the men in suits,soulwax,66x8HsCHobLqQxqyaOv9Ai,audio_features,66x8HsCHobLqQxqyaOv9Ai,spotify:track:66x8HsCHobLqQxqyaOv9Ai,https://api.spotify.com/v1/tracks/66x8HsCHobLqQxqyaOv9Ai,https://api.spotify.com/v1/audio-analysis/66x8HsCHobLqQxqyaOv9Ai
0.556,0.392,9,-13.532,0,0.03,0.863,0.913,0.0797,0.437,92.755,168436,4,9,suen~o acido,mkrni,0sZRQ43Vxzcsm5Vqdlcdet,audio_features,0sZRQ43Vxzcsm5Vqdlcdet,spotify:track:0sZRQ43Vxzcsm5Vqdlcdet,https://api.spotify.com/v1/tracks/0sZRQ43Vxzcsm5Vqdlcdet,https://api.spotify.com/v1/audio-analysis/0sZRQ43Vxzcsm5Vqdlcdet
0.369,0.578,10,-9.868,0,0.0357,0.0106,0.347,0.111,0.0522,163.967,243297,4,6,moon in your mouth,goldfrapp,6rZRkEl4Bf9z7B8SNItRqN,audio_features,6rZRkEl4Bf9z7B8SNItRqN,spotify:track:6rZRkEl4Bf9z7B8SNItRqN,https://api.spotify.com/v1/tracks/6rZRkEl4Bf9z7B8SNItRqN,https://api.spotify.com/v1/audio-analysis/6rZRkEl4Bf9z7B8SNItRqN
0.265,0.349,9,-8.43,0,0.0432,0.00575,0.872,0.117,0.0371,115.532,580933,4,0,sweet love for planet earth,fuck buttons,1F8CRpZI7rnzRaKgwe8YX8,audio_features,1F8CRpZI7rnzRaKgwe8YX8,spotify:track:1F8CRpZI7rnzRaKgwe8YX8,https://api.spotify.com/v1/tracks/1F8CRpZI7rnzRaKgwe8YX8,https://api.spotify.com/v1/audio-analysis/1F8CRpZI7rnzRaKgwe8YX8
0.547,0.441,11,-10.528,0,0.0251,0.266,0.819,0.191,0.218,91.756,215040,4,6,more than one way,steady holiday,0jZSsaTW964ZmqW8Kiw7z5,audio_features,0jZSsaTW964ZmqW8Kiw7z5,spotify:track:0jZSsaTW964ZmqW8Kiw7z5,https://api.spotify.com/v1/tracks/0jZSsaTW964ZmqW8Kiw7z5,https://api.spotify.com/v1/audio-analysis/0jZSsaTW964ZmqW8Kiw7z5
0.469,0.947,7,-4.464,0,0.138,0.16,0.0,0.0905,0.718,125.841,270480,4,8,after dark,the count & sinden,5Wp7LtUGAOlUWoyprsCVP1,audio_features,5Wp7LtUGAOlUWoyprsCVP1,spotify:track:5Wp7LtUGAOlUWoyprsCVP1,https://api.spotify.com/v1/tracks/5Wp7LtUGAOlUWoyprsCVP1,https://api.spotify.com/v1/audio-analysis/5Wp7LtUGAOlUWoyprsCVP1
0.53,0.58,11,-6.947,1,0.0345,0.179,6.82e-06,0.121,0.346,138.172,341947,4,4,it takes time to be a man,the rapture,1QgHmQEDdo2EIoFbkcGCgh,audio_features,1QgHmQEDdo2EIoFbkcGCgh,spotify:track:1QgHmQEDdo2EIoFbkcGCgh,https://api.spotify.com/v1/tracks/1QgHmQEDdo2EIoFbkcGCgh,https://api.spotify.com/v1/audio-analysis/1QgHmQEDdo2EIoFbkcGCgh
0.0792,0.874,5,-3.389,1,0.0482,0.00208,0.00177,0.328,0.43,175.083,211507,4,1,mine and yours,the horrors,2UPbzJwCBbw5ntARU9ytmj,audio_features,2UPbzJwCBbw5ntARU9ytmj,spotify:track:2UPbzJwCBbw5ntARU9ytmj,https://api.spotify.com/v1/tracks/2UPbzJwCBbw5ntARU9ytmj,https://api.spotify.com/v1/audio-analysis/2UPbzJwCBbw5ntARU9ytmj
0.626,0.668,2,-7.364,1,0.0371,0.000634,0.857,0.0571,0.723,105.992,387170,4,0,only everything,poolside,4J1giN8Rlt0YDpGDU4Vsjc,audio_features,4J1giN8Rlt0YDpGDU4Vsjc,spotify:track:4J1giN8Rlt0YDpGDU4Vsjc,https://api.spotify.com/v1/tracks/4J1giN8Rlt0YDpGDU4Vsjc,https://api.spotify.com/v1/audio-analysis/4J1giN8Rlt0YDpGDU4Vsjc
0.812,0.818,2,-6.814,1,0.0512,0.0298,0.707,0.603,0.965,119.972,308387,4,3,drop,cornelius,6ggO9aFrV9RHWT0wyXX3f9,audio_features,6ggO9aFrV9RHWT0wyXX3f9,spotify:track:6ggO9aFrV9RHWT0wyXX3f9,https://api.spotify.com/v1/tracks/6ggO9aFrV9RHWT0wyXX3f9,https://api.spotify.com/v1/audio-analysis/6ggO9aFrV9RHWT0wyXX3f9
0.615,0.504,10,-10.696,0,0.114,0.568,0.13,0.108,0.168,138.921,257374,4,9,wildcats,hairy hands,5GqbAzt7rPT1hYXxqAJoS9,audio_features,5GqbAzt7rPT1hYXxqAJoS9,spotify:track:5GqbAzt7rPT1hYXxqAJoS9,https://api.spotify.com/v1/tracks/5GqbAzt7rPT1hYXxqAJoS9,https://api.spotify.com/v1/audio-analysis/5GqbAzt7rPT1hYXxqAJoS9
0.615,0.504,10,-10.696,0,0.114,0.568,0.13,0.108,0.168,138.921,257374,4,9,wildcats,roseau,5GqbAzt7rPT1hYXxqAJoS9,audio_features,5GqbAzt7rPT1hYXxqAJoS9,spotify:track:5GqbAzt7rPT1hYXxqAJoS9,https://api.spotify.com/v1/tracks/5GqbAzt7rPT1hYXxqAJoS9,https://api.spotify.com/v1/audio-analysis/5GqbAzt7rPT1hYXxqAJoS9
0.862,0.666,2,-7.234,1,0.0539,0.00417,0.296,0.0436,0.976,132.067,291167,4,7,working out,donny benét,1VaNn5PVzlc6glXJvDqC7p,audio_features,1VaNn5PVzlc6glXJvDqC7p,spotify:track:1VaNn5PVzlc6glXJvDqC7p,https://api.spotify.com/v1/tracks/1VaNn5PVzlc6glXJvDqC7p,https://api.spotify.com/v1/audio-analysis/1VaNn5PVzlc6glXJvDqC7p
0.56,0.936,9,-5.054,0,0.0369,0.00836,2.53e-06,0.0498,0.838,158.865,155133,4,8,i love you cause i have to - ep version,dogs die in hot cars,1ZZCXKwSyPPZobYdOwN66e,audio_features,1ZZCXKwSyPPZobYdOwN66e,spotify:track:1ZZCXKwSyPPZobYdOwN66e,https://api.spotify.com/v1/tracks/1ZZCXKwSyPPZobYdOwN66e,https://api.spotify.com/v1/audio-analysis/1ZZCXKwSyPPZobYdOwN66e
0.481,0.436,10,-15.856,0,0.0433,8.11e-05,0.929,0.124,0.422,120.023,262000,4,6,pulse,two one six,3jiforz3S2GTGqgev48U6f,audio_features,3jiforz3S2GTGqgev48U6f,spotify:track:3jiforz3S2GTGqgev48U6f,https://api.spotify.com/v1/tracks/3jiforz3S2GTGqgev48U6f,https://api.spotify.com/v1/audio-analysis/3jiforz3S2GTGqgev48U6f
0.805,0.82,7,-10.377,1,0.0719,0.0456,0.893,0.0968,0.879,119.995,384107,4,0,fleeting moments of freedom (wooo),octo octa,4Sczc9ISdGQDKU3KEklQRa,audio_features,4Sczc9ISdGQDKU3KEklQRa,spotify:track:4Sczc9ISdGQDKU3KEklQRa,https://api.spotify.com/v1/tracks/4Sczc9ISdGQDKU3KEklQRa,https://api.spotify.com/v1/audio-analysis/4Sczc9ISdGQDKU3KEklQRa
0.704,0.605,10,-16.111,0,0.0454,0.329,0.836,0.131,0.292,125.016,273813,4,6,no fantasy required,tiga,0norzvFdGP4E4Ms7hPh3Bi,audio_features,0norzvFdGP4E4Ms7hPh3Bi,spotify:track:0norzvFdGP4E4Ms7hPh3Bi,https://api.spotify.com/v1/tracks/0norzvFdGP4E4Ms7hPh3Bi,https://api.spotify.com/v1/audio-analysis/0norzvFdGP4E4Ms7hPh3Bi
0.526,0.896,9,-3.944,1,0.0394,9.82e-05,0.000342,0.0817,0.827,150.025,224960,4,1,light switch,young knives,2pAqvPpaDcvGLkmDqIp4S2,audio_features,2pAqvPpaDcvGLkmDqIp4S2,spotify:track:2pAqvPpaDcvGLkmDqIp4S2,https://api.spotify.com/v1/tracks/2pAqvPpaDcvGLkmDqIp4S2,https://api.spotify.com/v1/audio-analysis/2pAqvPpaDcvGLkmDqIp4S2
0.713,0.593,4,-9.957,0,0.0357,0.494,0.667,0.367,0.521,118.004,290480,4,6,live alone,yuksek,6YrjZcKEZp3xNOmyze9gO5,audio_features,6YrjZcKEZp3xNOmyze9gO5,spotify:track:6YrjZcKEZp3xNOmyze9gO5,https://api.spotify.com/v1/tracks/6YrjZcKEZp3xNOmyze9gO5,https://api.spotify.com/v1/audio-analysis/6YrjZcKEZp3xNOmyze9gO5
0.713,0.593,4,-9.957,0,0.0357,0.494,0.667,0.367,0.521,118.004,290480,4,6,live alone,roman rappak,6YrjZcKEZp3xNOmyze9gO5,audio_features,6YrjZcKEZp3xNOmyze9gO5,spotify:track:6YrjZcKEZp3xNOmyze9gO5,https://api.spotify.com/v1/tracks/6YrjZcKEZp3xNOmyze9gO5,https://api.spotify.com/v1/audio-analysis/6YrjZcKEZp3xNOmyze9gO5
0.44,0.949,7,-3.543,1,0.0392,6.87e-05,0.0123,0.11,0.416,142.49,281573,4,1,halfway home,broken social scene,7yauTJLoU0eX3KZR2fLJZ0,audio_features,7yauTJLoU0eX3KZR2fLJZ0,spotify:track:7yauTJLoU0eX3KZR2fLJZ0,https://api.spotify.com/v1/tracks/7yauTJLoU0eX3KZR2fLJZ0,https://api.spotify.com/v1/audio-analysis/7yauTJLoU0eX3KZR2fLJZ0
0.614,0.781,8,-8.467,1,0.0297,0.00768,0.783,0.198,0.25,128.025,401507,4,0,hands around my throat,death in vegas,67G4dvNGQATgqzJAXUsfjK,audio_features,67G4dvNGQATgqzJAXUsfjK,spotify:track:67G4dvNGQATgqzJAXUsfjK,https://api.spotify.com/v1/tracks/67G4dvNGQATgqzJAXUsfjK,https://api.spotify.com/v1/audio-analysis/67G4dvNGQATgqzJAXUsfjK
0.717,0.509,4,-8.357,0,0.106,0.399,0.0,0.735,0.573,93.696,198353,3,3,"all night - live from spotify, madrid",crystal fighters,58uAcoQ9mPGD4MY010xWvc,audio_features,58uAcoQ9mPGD4MY010xWvc,spotify:track:58uAcoQ9mPGD4MY010xWvc,https://api.spotify.com/v1/tracks/58uAcoQ9mPGD4MY010xWvc,https://api.spotify.com/v1/audio-analysis/58uAcoQ9mPGD4MY010xWvc
0.659,0.758,0,-6.424,1,0.0448,0.0502,8.79e-05,0.0822,0.562,122.945,241333,4,7,it's that talk again,broken bells,5C8Vwr9o1WtsoDVPFqPCob,audio_features,5C8Vwr9o1WtsoDVPFqPCob,spotify:track:5C8Vwr9o1WtsoDVPFqPCob,https://api.spotify.com/v1/tracks/5C8Vwr9o1WtsoDVPFqPCob,https://api.spotify.com/v1/audio-analysis/5C8Vwr9o1WtsoDVPFqPCob
0.457,0.872,10,-3.31,0,0.0775,3.22e-05,0.563,0.317,0.489,134.071,241135,4,8,sunday best,you love her coz she's dead,6w3pJKa1oonAV0ZfErdeZq,audio_features,6w3pJKa1oonAV0ZfErdeZq,spotify:track:6w3pJKa1oonAV0ZfErdeZq,https://api.spotify.com/v1/tracks/6w3pJKa1oonAV0ZfErdeZq,https://api.spotify.com/v1/audio-analysis/6w3pJKa1oonAV0ZfErdeZq
0.653,0.493,8,-11.542,0,0.037,0.141,0.92,0.0817,0.432,111.005,261654,4,6,the birds & the bees,the 2 bears,1SoY5RSAqa8Z1Usz9LpAqT,audio_features,1SoY5RSAqa8Z1Usz9LpAqT,spotify:track:1SoY5RSAqa8Z1Usz9LpAqT,https://api.spotify.com/v1/tracks/1SoY5RSAqa8Z1Usz9LpAqT,https://api.spotify.com/v1/audio-analysis/1SoY5RSAqa8Z1Usz9LpAqT
0.503,0.619,0,-4.679,1,0.0256,0.00999,0.000322,0.219,0.375,95.985,207364,4,4,eye to eye - 2017 version,blood red shoes,7DX70g8QLHp5fa6tQFhBQo,audio_features,7DX70g8QLHp5fa6tQFhBQo,spotify:track:7DX70g8QLHp5fa6tQFhBQo,https://api.spotify.com/v1/tracks/7DX70g8QLHp5fa6tQFhBQo,https://api.spotify.com/v1/audio-analysis/7DX70g8QLHp5fa6tQFhBQo
0.728,0.756,9,-9.097,0,0.077,0.0517,0.546,0.362,0.471,117.983,277549,4,8,love love love,moullinex,1uIxwK84yb4gmDGkjPIRAt,audio_features,1uIxwK84yb4gmDGkjPIRAt,spotify:track:1uIxwK84yb4gmDGkjPIRAt,https://api.spotify.com/v1/tracks/1uIxwK84yb4gmDGkjPIRAt,https://api.spotify.com/v1/audio-analysis/1uIxwK84yb4gmDGkjPIRAt
0.733,0.833,10,-6.361,0,0.0539,0.0237,0.0015,0.167,0.741,127.988,266202,4,8,the one 2,!!!,5DBnY1CMWn9w1MSX7KZrWP,audio_features,5DBnY1CMWn9w1MSX7KZrWP,spotify:track:5DBnY1CMWn9w1MSX7KZrWP,https://api.spotify.com/v1/tracks/5DBnY1CMWn9w1MSX7KZrWP,https://api.spotify.com/v1/audio-analysis/5DBnY1CMWn9w1MSX7KZrWP
0.733,0.833,10,-6.361,0,0.0539,0.0237,0.0015,0.167,0.741,127.988,266202,4,8,the one 2,lea lea,5DBnY1CMWn9w1MSX7KZrWP,audio_features,5DBnY1CMWn9w1MSX7KZrWP,spotify:track:5DBnY1CMWn9w1MSX7KZrWP,https://api.spotify.com/v1/tracks/5DBnY1CMWn9w1MSX7KZrWP,https://api.spotify.com/v1/audio-analysis/5DBnY1CMWn9w1MSX7KZrWP
0.68,0.759,4,-6.974,0,0.0337,0.00846,0.00249,0.0916,0.392,121.079,215440,4,8,north star,future islands,72N6EqiE7DyFM9ji5BNzKl,audio_features,72N6EqiE7DyFM9ji5BNzKl,spotify:track:72N6EqiE7DyFM9ji5BNzKl,https://api.spotify.com/v1/tracks/72N6EqiE7DyFM9ji5BNzKl,https://api.spotify.com/v1/audio-analysis/72N6EqiE7DyFM9ji5BNzKl
0.753,0.697,2,-7.672,1,0.0521,0.00191,0.638,0.0701,0.41,119.972,300000,4,0,kiss 'n tell,tickle torture,3Tczpd0civTi379u9sTbTM,audio_features,3Tczpd0civTi379u9sTbTM,spotify:track:3Tczpd0civTi379u9sTbTM,https://api.spotify.com/v1/tracks/3Tczpd0civTi379u9sTbTM,https://api.spotify.com/v1/audio-analysis/3Tczpd0civTi379u9sTbTM
0.899,0.275,7,-9.754,1,0.0709,0.326,0.00776,0.0867,0.568,140.015,365840,4,9,ずぼんとぼう,shintaro sakamoto,6bm2wUPjTDhkNTe1noP7uF,audio_features,6bm2wUPjTDhkNTe1noP7uF,spotify:track:6bm2wUPjTDhkNTe1noP7uF,https://api.spotify.com/v1/tracks/6bm2wUPjTDhkNTe1noP7uF,https://api.spotify.com/v1/audio-analysis/6bm2wUPjTDhkNTe1noP7uF
0.417,0.749,11,-7.757,0,0.0421,0.722,0.714,0.378,0.329,126.234,388467,4,9,son moi,chaz bundick meets the mattson 2,0RhpI9ejUoHS0TvP66fk64,audio_features,0RhpI9ejUoHS0TvP66fk64,spotify:track:0RhpI9ejUoHS0TvP66fk64,https://api.spotify.com/v1/tracks/0RhpI9ejUoHS0TvP66fk64,https://api.spotify.com/v1/audio-analysis/0RhpI9ejUoHS0TvP66fk64
0.584,0.686,7,-7.436,1,0.0292,0.012,0.548,0.0809,0.292,141.966,306460,4,4,everything is never enough,goldfrapp,0YYitTpfhuQs4UqIgr29NQ,audio_features,0YYitTpfhuQs4UqIgr29NQ,spotify:track:0YYitTpfhuQs4UqIgr29NQ,https://api.spotify.com/v1/tracks/0YYitTpfhuQs4UqIgr29NQ,https://api.spotify.com/v1/audio-analysis/0YYitTpfhuQs4UqIgr29NQ
0.527,0.813,5,-6.994,0,0.0323,0.0171,0.00299,0.269,0.242,92.999,254933,4,4,lost maps,marnie,2i13TL81fDWoQP8osTXe2w,audio_features,2i13TL81fDWoQP8osTXe2w,spotify:track:2i13TL81fDWoQP8osTXe2w,https://api.spotify.com/v1/tracks/2i13TL81fDWoQP8osTXe2w,https://api.spotify.com/v1/audio-analysis/2i13TL81fDWoQP8osTXe2w
0.709,0.835,5,-4.481,1,0.028,0.0358,0.000177,0.0622,0.964,114.996,219010,4,7,dark love (feat. danny pratt),miami horror,7vRCgMvkmCsiDBC3rcFV2A,audio_features,7vRCgMvkmCsiDBC3rcFV2A,spotify:track:7vRCgMvkmCsiDBC3rcFV2A,https://api.spotify.com/v1/tracks/7vRCgMvkmCsiDBC3rcFV2A,https://api.spotify.com/v1/audio-analysis/7vRCgMvkmCsiDBC3rcFV2A
0.709,0.835,5,-4.481,1,0.028,0.0358,0.000177,0.0622,0.964,114.996,219010,4,7,dark love (feat. danny pratt),danny pratt,7vRCgMvkmCsiDBC3rcFV2A,audio_features,7vRCgMvkmCsiDBC3rcFV2A,spotify:track:7vRCgMvkmCsiDBC3rcFV2A,https://api.spotify.com/v1/tracks/7vRCgMvkmCsiDBC3rcFV2A,https://api.spotify.com/v1/audio-analysis/7vRCgMvkmCsiDBC3rcFV2A
0.709,0.735,9,-7.972,1,0.0362,0.00538,0.132,0.0642,0.961,108.023,179120,4,7,brandy of the damned,nickel eye,7cLjQpy0Lu3fs6o6wSVz4E,audio_features,7cLjQpy0Lu3fs6o6wSVz4E,spotify:track:7cLjQpy0Lu3fs6o6wSVz4E,https://api.spotify.com/v1/tracks/7cLjQpy0Lu3fs6o6wSVz4E,https://api.spotify.com/v1/audio-analysis/7cLjQpy0Lu3fs6o6wSVz4E
0.593,0.729,9,-7.13,1,0.0439,0.000272,0.00723,0.0699,0.29,116.013,204698,4,4,one night stand forever,white,2bUbwIznHkgitMI540ROmE,audio_features,2bUbwIznHkgitMI540ROmE,spotify:track:2bUbwIznHkgitMI540ROmE,https://api.spotify.com/v1/tracks/2bUbwIznHkgitMI540ROmE,https://api.spotify.com/v1/audio-analysis/2bUbwIznHkgitMI540ROmE
0.669,0.402,1,-9.961,0,0.0369,0.693,0.274,0.0878,0.544,114.85,143137,4,9,manila ice,eyedress,6GkLULbGf2Becb5fwChP2q,audio_features,6GkLULbGf2Becb5fwChP2q,spotify:track:6GkLULbGf2Becb5fwChP2q,https://api.spotify.com/v1/tracks/6GkLULbGf2Becb5fwChP2q,https://api.spotify.com/v1/audio-analysis/6GkLULbGf2Becb5fwChP2q
0.807,0.729,6,-9.852,1,0.161,0.000765,0.836,0.0985,0.348,123.988,336782,4,0,genie (feat. mayer hawthorne) - kda dub,busy p,3pXMFnFar2pBnMRWvbM0lq,audio_features,3pXMFnFar2pBnMRWvbM0lq,spotify:track:3pXMFnFar2pBnMRWvbM0lq,https://api.spotify.com/v1/tracks/3pXMFnFar2pBnMRWvbM0lq,https://api.spotify.com/v1/audio-analysis/3pXMFnFar2pBnMRWvbM0lq
0.807,0.729,6,-9.852,1,0.161,0.000765,0.836,0.0985,0.348,123.988,336782,4,0,genie (feat. mayer hawthorne) - kda dub,mayer hawthorne,3pXMFnFar2pBnMRWvbM0lq,audio_features,3pXMFnFar2pBnMRWvbM0lq,spotify:track:3pXMFnFar2pBnMRWvbM0lq,https://api.spotify.com/v1/tracks/3pXMFnFar2pBnMRWvbM0lq,https://api.spotify.com/v1/audio-analysis/3pXMFnFar2pBnMRWvbM0lq
0.807,0.729,6,-9.852,1,0.161,0.000765,0.836,0.0985,0.348,123.988,336782,4,0,genie (feat. mayer hawthorne) - kda dub,kda,3pXMFnFar2pBnMRWvbM0lq,audio_features,3pXMFnFar2pBnMRWvbM0lq,spotify:track:3pXMFnFar2pBnMRWvbM0lq,https://api.spotify.com/v1/tracks/3pXMFnFar2pBnMRWvbM0lq,https://api.spotify.com/v1/audio-analysis/3pXMFnFar2pBnMRWvbM0lq
0.77,0.576,7,-10.414,1,0.108,0.00784,0.0416,0.123,0.583,117.022,209231,4,7,full of it,yaeji,3xIUJZUa8l2pcqJHW9xUnK,audio_features,3xIUJZUa8l2pcqJHW9xUnK,spotify:track:3xIUJZUa8l2pcqJHW9xUnK,https://api.spotify.com/v1/tracks/3xIUJZUa8l2pcqJHW9xUnK,https://api.spotify.com/v1/audio-analysis/3xIUJZUa8l2pcqJHW9xUnK
0.445,0.549,11,-6.599,0,0.0366,0.0336,0.0452,0.328,0.432,177.309,224411,4,1,saint ivy,beach fossils,4FC5nEdj792d26h0Qe3WCe,audio_features,4FC5nEdj792d26h0Qe3WCe,spotify:track:4FC5nEdj792d26h0Qe3WCe,https://api.spotify.com/v1/tracks/4FC5nEdj792d26h0Qe3WCe,https://api.spotify.com/v1/audio-analysis/4FC5nEdj792d26h0Qe3WCe
0.481,0.476,9,-13.056,1,0.034,0.883,0.894,0.0808,0.309,103.008,347293,4,9,arms out,forest swords,69uy7tPZMCxdZ6PHL5bZlX,audio_features,69uy7tPZMCxdZ6PHL5bZlX,spotify:track:69uy7tPZMCxdZ6PHL5bZlX,https://api.spotify.com/v1/tracks/69uy7tPZMCxdZ6PHL5bZlX,https://api.spotify.com/v1/audio-analysis/69uy7tPZMCxdZ6PHL5bZlX
0.552,0.391,6,-9.731,1,0.0331,0.535,0.26,0.072,0.194,101.156,235897,4,9,your world,tei shi,3UZbuunCmiobKhA3m38pea,audio_features,3UZbuunCmiobKhA3m38pea,spotify:track:3UZbuunCmiobKhA3m38pea,https://api.spotify.com/v1/tracks/3UZbuunCmiobKhA3m38pea,https://api.spotify.com/v1/audio-analysis/3UZbuunCmiobKhA3m38pea
0.463,0.41,9,-9.485,1,0.0497,0.377,0.669,0.119,0.257,104.335,145472,4,9,frowned upon,febueder,6Twb3TK55oeHSfMzb5aOsi,audio_features,6Twb3TK55oeHSfMzb5aOsi,spotify:track:6Twb3TK55oeHSfMzb5aOsi,https://api.spotify.com/v1/tracks/6Twb3TK55oeHSfMzb5aOsi,https://api.spotify.com/v1/audio-analysis/6Twb3TK55oeHSfMzb5aOsi
0.661,0.859,6,-10.731,1,0.0435,0.444,0.869,0.105,0.422,124.985,483056,4,0,stormy memories,ellen allien,76MeZwvamASdeyJCOWTEqQ,audio_features,76MeZwvamASdeyJCOWTEqQ,spotify:track:76MeZwvamASdeyJCOWTEqQ,https://api.spotify.com/v1/tracks/76MeZwvamASdeyJCOWTEqQ,https://api.spotify.com/v1/audio-analysis/76MeZwvamASdeyJCOWTEqQ
0.618,0.438,9,-8.127,1,0.0966,0.234,0.0286,0.0921,0.161,132.167,315962,4,4,double dutch - dubble dutch,superfood,2idc08h5gu51qHMoCMbJnp,audio_features,2idc08h5gu51qHMoCMbJnp,spotify:track:2idc08h5gu51qHMoCMbJnp,https://api.spotify.com/v1/tracks/2idc08h5gu51qHMoCMbJnp,https://api.spotify.com/v1/audio-analysis/2idc08h5gu51qHMoCMbJnp
